"Name","Nationality","Team","Position","Age","Age Ranking","Appearences","Appearences Ranking","Lineups","Lineups Ranking","Minutes","Minutes Ranking","Shots Total","Shots Total Ranking","Shots on Target","Shots on Target Ranking","Goals","Goals Ranking","Assists","Assists Ranking","Passes Total","Passes Total Ranking","Key Passes","Key Passes Ranking","Tackles","Tackles Ranking","Blocks","Blocks Ranking","Interceptions","Interceptions Ranking","Duels Total","Duels Total Ranking","Duels Won","Duels Won Ranking","Attempted Dribbles","Attempted Dribbles Ranking","Successful Dribbles","Successful Dribbles Ranking","Fouls Drawn","Fouls Drawn Ranking","Yellow Cards","Yellow Cards Ranking","Second Yellow Cards","Second Yellow Cards Ranking","Red Cards","Red Cards Ranking","Penalties Scored","Penalties Scored Ranking","Penalties Missed","Penalties Missed Ranking","Participations in Goals","Participations in Goals Ranking","Minutes per Goal","Minutes per Goal Ranking","Minutes per Participation","Minutes per Participation Ranking","Minutes per Assists","Minutes per Assists Ranking","Penalty Conversion","Penalty Conversion Ranking","On Target Conversion per Total Shots","On Target Conversion per Total Shots Ranking","Shots per Goal","Shots per Goal Ranking","Goal Conversion per Total Shots","Goal Conversion per Total Shots Ranking","Goal Conversion per Shots on Target","Goal Conversion per Shots on Target Ranking","Pencertage of Key Passes per Total Passes","Pencertage of Key Passes per Total Passes Ranking","Key Passes per Assist","Key Passes per Assist Ranking","Total Passes per Assist","Total Passes per Assist Ranking","Percentage of Successful Dribbles","Percentage of Successful Dribbles Ranking","Percentage of Duels Won","Percentage of Duels Won Ranking","Minutes per Yellow Card","Minutes per Yellow Card Ranking","Minutes per Red Card","Minutes per Red Card Ranking"
"Diego Alves","Brazil","Flamengo","Goalkeeper",38,19,26,159,26,83,2277,86,0,564,0,491,0,289,0,273,517,243,0,565,0,613,0,414,1,510,8,611,6,583,1,541,1,506,3,490,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,100,1,75,37,2277,6,,74
"Pará","Brazil","Santos","Defender",37,44,20,269,17,216,1285,257,2,453,1,391,0,289,1,140,666,184,9,256,12,307,6,106,12,226,107,299,53,289,12,281,6,306,15,246,6,53,0,27,0,49,0,47,0,21,1,259,,289,1285,41,1285,73,,58,50,150,,289,0,289,0,289,1.3513513513513513,422,9,134,666,53,50,426,49.532710280373834,359,214.16666666666666,408,,74
"Diego","Brazil","Flamengo","Midfielder",37,44,19,292,19,187,1389,238,11,228,5,192,0,289,1,140,993,95,19,131,24,181,3,194,16,176,219,117,114,118,52,59,44,28,41,60,6,53,0,27,1,3,0,47,0,21,1,259,,289,1389,40,1389,63,,58,45.45454545454545,236,,289,0,289,0,289,1.9133937562940584,360,19,33,993,28,84.61538461538461,98,52.054794520547944,278,231.5,396,1389,35
"Renê Júnior","Brazil","Chapecoense-sc","Midfielder",34,131,8,499,3,498,329,510,6,330,1,391,0,289,0,273,157,461,1,500,7,401,4,158,4,393,69,393,37,360,12,281,7,277,17,221,3,181,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,16.666666666666664,470,,289,0,289,0,289,0.6369426751592357,489,,273,,273,58.333333333333336,342,53.62318840579711,229,109.66666666666667,495,,74
"Jádson Rodrigues da Silva","Brazil","Atletico Paranaense","Midfielder",39,9,9,482,4,458,332,509,3,421,2,314,2,114,0,273,165,454,6,313,1,560,0,414,0,569,12,583,7,573,6,398,4,366,2,530,0,515,0,27,0,49,0,47,0,21,2,194,166,270,166,314,,273,,58,66.66666666666666,48,1.5,280,66.66666666666666,9,100,2,3.6363636363636362,213,,273,,273,66.66666666666666,213,58.333333333333336,136,,515,,74
"Matheus Ferraz","Brazil","Fluminense","Defender",37,44,1,660,0,623,15,681,0,564,0,491,0,289,0,273,7,671,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,,691,,515,,74
"André Felipe","Brazil","Sport Recife","Attacker",33,160,20,269,14,255,1368,242,20,112,5,192,2,114,0,273,366,317,9,256,5,441,1,321,8,298,171,196,60,272,23,184,11,209,27,138,4,128,0,27,0,49,1,22,0,21,2,194,684,126,684,111,,273,100,1,25,418,10,81,10,197,40,102,2.459016393442623,316,,273,,273,47.82608695652174,481,35.08771929824561,621,342,285,,74
"Diego Tardelli Martins","Brazil","Santos","Attacker",37,44,12,425,7,386,592,416,11,228,6,160,1,172,0,273,252,382,8,274,8,373,0,414,0,569,55,425,25,430,15,245,8,259,7,378,1,393,0,27,0,49,0,47,0,21,1,259,592,146,592,127,,273,,58,54.54545454545454,119,11,71,9.090909090909092,211,16.666666666666664,245,3.1746031746031744,253,,273,,273,53.333333333333336,405,45.45454545454545,450,592,115,,74
"R. Bressan","Belarus","Juventude","Midfielder",35,103,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Felipe de Oliveira Silva","Brazil","Chapecoense-sc","Midfielder",32,192,10,463,3,498,374,489,5,358,3,271,0,289,0,273,162,457,4,373,3,493,3,194,1,510,37,478,19,469,9,334,9,243,5,425,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,60,82,,289,0,289,0,289,2.4691358024691357,314,,273,,273,100,1,51.35135135135135,299,,515,,74
"Filipe Luís","Brazil","Flamengo","Defender",38,19,22,228,21,153,1848,151,3,421,2,314,0,289,2,73,1523,21,24,95,59,23,6,106,42,35,182,174,108,132,16,235,10,222,14,260,3,181,0,27,0,49,0,47,0,21,2,194,,289,924,76,924,106,,58,66.66666666666666,48,,289,0,289,0,289,1.5758371634931057,396,12,91,761.5,43,62.5,294,59.34065934065934,127,616,105,,74
"M. Zárate","Argentina","America Mineiro","Attacker",37,44,16,335,14,255,1079,291,21,102,6,160,1,172,2,73,418,293,27,73,10,338,0,414,1,510,144,247,65,259,43,79,29,67,22,177,3,181,0,27,0,49,0,47,0,21,3,140,1079,64,359.6666666666667,199,539.5,178,,58,28.57142857142857,396,21,12,4.761904761904762,275,16.666666666666664,245,6.4593301435406705,63,13.5,72,209,169,67.44186046511628,211,45.13888888888889,465,359.6666666666667,269,,74
"Didi","Brazil","Juventude","Defender",33,160,13,410,3,498,359,503,0,564,0,491,0,289,0,273,180,441,0,565,4,461,5,127,5,362,19,549,14,500,2,496,2,445,2,530,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,100,1,73.68421052631578,42,,515,,74
"Réver","Brazil","Atletico-MG","Defender",38,19,22,228,15,242,1358,243,4,387,2,314,0,289,0,273,1034,88,4,373,13,297,11,50,26,93,98,321,60,272,8,350,7,277,11,297,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,50,150,,289,0,289,0,289,0.3868471953578337,528,,273,,273,87.5,87,61.224489795918366,102,1358,23,,74
"Fábio Santos","Brazil","Corinthians","Defender",38,19,32,61,32,32,2880,30,9,266,4,226,3,70,3,38,2048,2,18,143,29,133,13,38,35,55,192,161,113,122,8,350,4,366,45,47,4,128,0,27,0,49,3,4,0,21,6,55,960,80,480,148,960,102,100,1,44.44444444444444,243,3,260,33.33333333333333,18,75,28,0.87890625,472,6,186,682.6666666666666,51,50,426,58.854166666666664,129,720,77,,74
"Éverton","Brazil","Gremio","Attacker",36,74,4,578,0,623,45,647,1,504,0,491,0,289,0,273,34,609,0,565,3,493,0,414,0,569,9,602,4,603,2,496,1,506,0,629,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,0,565,,273,,273,50,426,44.44444444444444,478,45,507,,74
"Everton Felipe","Brazil","Sport Recife","Midfielder",26,473,20,269,11,292,1113,284,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,1113,35,,74
"J. Copete","Colombia","Santos","Attacker",36,74,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Diego Souza","Brazil","Gremio","Attacker",39,9,31,76,24,102,1778,167,41,27,27,10,10,11,2,73,434,285,24,95,6,418,1,321,1,510,228,105,121,93,17,228,11,209,31,111,2,279,0,27,0,49,0,47,2,1,12,15,177.8,266,148.16666666666666,330,889,116,0,47,65.85365853658537,71,4.1,235,24.390243902439025,54,37.03703703703704,116,5.529953917050691,96,12,91,217,165,64.70588235294117,263,53.07017543859649,248,889,59,,74
"Daniel Guedes","Brazil","Fortaleza EC","Defender",30,275,4,578,2,532,173,578,0,564,0,491,0,289,1,140,85,538,4,373,4,461,2,250,3,423,19,549,8,561,2,496,0,580,1,575,0,515,0,27,0,49,0,47,0,21,1,259,,289,173,312,173,262,,58,,564,,289,,564,,491,4.705882352941177,128,4,228,85,245,0,580,42.10526315789473,535,,515,,74
"Wellington Paulista","Brazil","Fortaleza EC","Attacker",40,4,25,178,8,359,881,341,19,118,8,122,3,70,0,273,144,474,4,373,7,401,0,414,2,466,93,336,35,375,6,398,2,445,16,234,2,279,0,27,0,49,2,12,0,21,3,140,293.6666666666667,220,293.6666666666667,234,,273,100,1,42.10526315789473,272,6.333333333333333,167,15.789473684210526,121,37.5,113,2.7777777777777777,285,,273,,273,33.33333333333333,540,37.634408602150536,593,440.5,203,,74
"Kadu","Brazil","Chapecoense-sc","Defender",38,19,9,482,8,359,683,392,2,453,0,491,0,289,0,273,316,345,0,565,2,532,5,127,15,187,55,425,29,406,0,605,0,580,2,530,1,393,0,27,1,3,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,0,565,,273,,273,,605,52.72727272727272,253,683,85,683,62
"Vitinho","Brazil","RB Bragantino","Midfielder",25,526,5,551,3,498,186,571,1,504,0,491,0,289,0,273,126,492,0,565,0,613,0,414,0,569,23,526,9,548,5,426,3,406,6,397,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,0,565,,273,,273,60,322,39.130434782608695,575,,515,,74
"Nicolas","Brazil","Juventude","Attacker",24,608,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Cléber","Brazil","Ceara","Attacker",27,410,28,132,14,255,1419,233,37,34,19,26,3,70,0,273,355,324,13,195,31,114,0,414,6,345,295,46,134,71,29,145,16,155,16,234,4,128,2,1,0,49,0,47,1,4,3,140,473,164,473,152,,273,0,47,51.35135135135135,148,12.333333333333334,54,8.108108108108109,234,15.789473684210526,260,3.6619718309859155,209,,273,,273,55.172413793103445,382,45.42372881355932,457,236.5,391,709.5,60
"Kevin Malthus","Brazil","Santos","Midfielder",21,841,1,660,0,623,8,698,0,564,0,491,0,289,0,273,1,700,0,565,0,613,0,414,0,569,1,684,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,0,683,,515,,74
"Vitão","Brazil","Cuiaba","Defender",21,841,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Caio Mota","Brazil","Cuiaba","Attacker",23,686,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Caio Matheus","Brazil","Sao Paulo","Attacker",20,877,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Vanzela","Brazil","Chapecoense-sc","Midfielder",21,841,1,660,0,623,13,685,0,564,0,491,0,289,0,273,4,686,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,,691,,515,,74
"E. Rigoni","Argentina","Sao Paulo","Midfielder",31,232,30,98,24,102,2068,113,48,17,18,30,4,46,5,11,559,227,41,22,20,211,1,321,6,345,221,116,98,163,53,55,35,48,17,221,4,128,0,27,1,3,0,47,0,21,9,23,517,156,229.77777777777777,274,413.6,204,,58,37.5,321,12,56,8.333333333333332,224,22.22222222222222,211,7.334525939177102,38,8.2,149,111.8,230,66.0377358490566,250,44.34389140271493,484,517,154,2068,19
"Edimar","Brazil","RB Bragantino","Defender",38,19,20,269,14,255,1246,260,6,330,1,391,0,289,0,273,577,216,9,256,30,122,1,321,19,149,127,266,72,238,12,281,7,277,12,286,3,181,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,16.666666666666664,470,,289,0,289,0,289,1.559792027729636,398,,273,,273,58.333333333333336,342,56.69291338582677,164,415.3333333333333,217,,74
"Roberson","Brazil","Juventude","Attacker",35,103,14,386,3,498,305,517,5,358,4,226,1,172,0,273,86,536,1,500,4,461,0,414,0,569,59,418,22,449,4,444,3,406,4,453,1,393,0,27,0,49,0,47,0,21,1,259,305,215,305,226,,273,,58,80,32,5,204,20,70,25,173,1.1627906976744187,440,,273,,273,75,136,37.28813559322034,599,305,322,,74
"Yago","Brazil","Juventude","Midfielder",29,318,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Elton","Brazil","Cuiaba","Attacker",39,9,31,76,13,268,1379,241,35,40,17,33,9,14,0,273,445,275,19,131,12,307,2,250,5,362,225,108,121,93,9,334,6,306,24,160,5,92,0,27,0,49,3,4,0,21,9,23,153.22222222222223,273,153.22222222222223,325,,273,100,1,48.57142857142857,210,3.888888888888889,245,25.71428571428571,44,52.94117647058824,46,4.269662921348314,166,,273,,273,66.66666666666666,213,53.77777777777778,227,275.8,347,,74
"Paulão","Brazil","Cuiaba","Defender",38,19,35,17,35,10,3041,20,14,179,5,192,1,172,0,273,1593,15,4,373,21,206,33,2,35,55,225,108,129,79,5,426,4,366,17,221,7,24,0,27,0,49,0,47,0,21,1,259,3041,3,3041,4,,273,,58,35.714285714285715,341,14,37,7.142857142857142,247,20,222,0.25109855618330196,546,,273,,273,80,110,57.333333333333336,147,434.42857142857144,209,,74
"Leandrinho","Brazil","RB Bragantino","Attacker",26,473,4,578,1,573,111,610,3,421,1,391,0,289,0,273,27,620,1,500,1,560,0,414,0,569,21,536,9,548,8,350,4,366,2,530,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,33.33333333333333,355,,289,0,289,0,289,3.7037037037037033,199,,273,,273,50,426,42.857142857142854,511,111,492,,74
"Nino Paraíba","Brazil","Bahia","Defender",38,19,32,61,32,32,2855,32,19,118,5,192,0,289,2,73,1070,78,41,22,58,24,6,106,60,2,385,12,204,9,52,59,25,83,56,25,4,128,0,27,0,49,0,47,0,21,2,194,,289,1427.5,37,1427.5,62,,58,26.31578947368421,416,,289,0,289,0,289,3.8317757009345796,195,20.5,28,535,76,48.07692307692308,480,52.98701298701298,249,713.75,81,,74
"Egídio","Brazil","Fluminense","Defender",38,19,15,365,15,242,1347,245,4,387,3,271,0,289,2,73,687,179,20,123,25,172,1,321,15,187,100,313,52,293,14,253,7,277,10,319,0,515,0,27,0,49,0,47,0,21,2,194,,289,673.5,113,673.5,147,,58,75,35,,289,0,289,0,289,2.911208151382824,274,10,118,343.5,117,50,426,52,280,,515,,74
"Igor Campos","Brazil","Chapecoense-sc","Goalkeeper",25,526,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Danilo Avelar","Brazil","Corinthians","Defender",35,103,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Uendel","Brazil","Cuiaba","Defender",36,74,35,17,35,10,3089,14,4,387,2,314,0,289,0,273,1227,46,31,51,17,249,15,29,32,69,183,172,98,163,32,131,16,155,24,160,2,279,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,50,150,,289,0,289,0,289,2.526487367563162,306,,273,,273,50,426,53.551912568306015,232,1544.5,16,,74
"Max Walef","Brazil","Fortaleza EC","Goalkeeper",31,232,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Luan","Brazil","Corinthians","Attacker",31,232,18,309,6,411,572,422,9,266,4,226,0,289,0,273,345,328,9,256,3,493,0,414,0,569,85,349,39,352,15,245,12,195,19,201,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,44.44444444444444,243,,289,0,289,0,289,2.608695652173913,297,,273,,273,80,110,45.88235294117647,443,572,126,,74
"Werley","Brazil","Atletico Goianiense","Defender",36,74,2,631,0,623,6,700,0,564,0,491,0,289,0,273,5,681,0,565,0,613,0,414,0,569,2,671,1,653,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,50,326,,515,,74
"Bueno","Brazil","Atletico-MG","Defender",29,318,1,660,1,573,69,636,0,564,0,491,0,289,0,273,65,570,0,565,0,613,0,414,1,510,5,638,3,619,0,605,0,580,2,530,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,60,116,,515,,74
"Eltinho","Brazil","Juventude","Defender",37,44,1,660,0,623,0,709,0,564,0,491,0,289,0,273,1,700,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,,691,,515,,74
"Kevin","Brazil","Atletico-MG","Defender",24,608,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Lucas Luan","Brazil","America Mineiro","Defender",25,526,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Lucas Mazetti","Brazil","Internacional","Defender",23,686,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Uillian Correia","Brazil","Cuiaba","Midfielder",35,103,26,159,8,359,970,323,8,280,5,192,1,172,0,273,613,197,3,414,9,357,1,321,11,243,79,360,29,406,12,281,7,277,8,359,1,393,0,27,0,49,0,47,0,21,1,259,970,79,970,74,,273,,58,62.5,77,8,124,12.5,152,20,222,0.48939641109298526,514,,273,,273,58.333333333333336,342,36.708860759493675,608,970,49,,74
"Patric","Brazil","America Mineiro","Defender",35,103,24,191,24,102,2140,101,17,139,5,192,1,172,1,140,925,111,23,107,38,80,3,194,31,71,212,128,93,187,32,131,12,195,16,234,3,181,0,27,0,49,0,47,0,21,2,194,2140,19,1070,52,2140,24,,58,29.411764705882355,394,17,20,5.88235294117647,266,20,222,2.4864864864864864,310,23,21,925,30,37.5,531,43.86792452830189,489,713.3333333333334,82,,74
"F. Aguilar","Colombia","Atletico Paranaense","Defender",31,232,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Elton","Brazil","Juventude","Midfielder",34,131,10,463,9,336,747,372,4,387,2,314,0,289,0,273,416,294,4,373,10,338,3,194,12,226,77,366,26,424,6,398,4,366,7,378,3,181,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,50,150,,289,0,289,0,289,0.9615384615384616,463,,273,,273,66.66666666666666,213,33.76623376623377,631,249,377,,74
"Tharlis","Brazil","Chapecoense-sc","Midfielder",26,473,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Yuri","Brazil","Cuiaba","Midfielder",30,275,21,251,8,359,857,346,3,421,2,314,0,289,0,273,566,221,5,340,8,373,2,250,16,176,96,327,39,352,8,350,5,340,11,297,5,92,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,66.66666666666666,48,,289,0,289,0,289,0.88339222614841,471,,273,,273,62.5,294,40.625,554,171.4,446,,74
"Matheus Galdezani","Brazil","Bahia","Midfielder",32,192,11,446,2,532,313,514,4,387,3,271,0,289,0,273,241,389,5,340,6,418,2,250,9,282,57,421,25,430,11,297,6,306,9,340,2,279,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,75,35,,289,0,289,0,289,2.0746887966804977,351,,273,,273,54.54545454545454,385,43.859649122807014,490,156.5,454,,74
"Bruno Cortez","Brazil","Gremio","Defender",37,44,20,269,16,230,1451,226,3,421,1,391,0,289,0,273,603,201,9,256,29,133,2,250,12,226,147,243,71,243,19,209,7,277,16,234,3,181,0,27,1,3,0,47,0,21,0,373,,289,,373,,273,,58,33.33333333333333,355,,289,0,289,0,289,1.4925373134328357,406,,273,,273,36.84210526315789,535,48.29931972789115,384,483.6666666666667,177,1451,33
"Lucas Venuto","Brazil","Santos","Attacker",29,318,1,660,0,623,9,693,0,564,0,491,0,289,0,273,7,671,0,565,2,532,0,414,0,569,8,611,3,619,1,541,0,580,1,575,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,0,580,37.5,594,,515,,74
"Ravanelli","Brazil","Chapecoense-sc","Midfielder",27,410,15,365,7,386,847,350,15,166,6,160,1,172,2,73,311,348,30,55,19,227,1,321,10,265,104,305,44,336,19,209,12,195,13,276,3,181,0,27,0,49,1,22,0,21,3,140,847,98,282.3333333333333,241,423.5,201,100,1,40,285,15,29,6.666666666666667,254,16.666666666666664,245,9.646302250803858,17,15,53,155.5,201,63.1578947368421,291,42.30769230769231,533,282.3333333333333,339,,74
"Yuri Oliveira","Brazil","Flamengo","Midfielder",23,686,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Raul","Brazil","Cuiaba","Attacker",24,608,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Laércio Soldá","Brazil","Chapecoense-sc","Defender",31,232,7,516,6,411,490,445,1,504,0,491,0,289,0,273,174,447,1,500,8,373,7,86,8,298,35,485,13,510,2,496,1,506,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,0.5747126436781609,503,,273,,273,50,426,37.142857142857146,602,,515,,74
"Renyer","Brazil","Santos","Attacker",21,841,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Guilherme","Brazil","Corinthians","Goalkeeper",24,608,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Lucas Sena","Brazil","Palmeiras","Defender",23,686,1,660,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,1,321,1,510,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Ítalo","Brazil","Sport Recife","Midfielder",22,773,1,660,0,623,0,709,0,564,0,491,0,289,0,273,3,692,0,565,1,560,0,414,0,569,2,671,1,653,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,50,326,,515,,74
"Lucas Gabriel","Brazil","America Mineiro","Midfielder",22,773,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Jean Carlos","Brazil","Atletico Goianiense","Attacker",22,773,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Ryan","Brazil","Chapecoense-sc","Defender",21,841,2,631,1,573,122,603,0,564,0,491,0,289,0,273,18,636,1,500,1,560,0,414,0,569,9,602,4,603,2,496,1,506,1,575,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,5.555555555555555,94,,273,,273,50,426,44.44444444444444,478,,515,,74
